ダウンロードした時刻：2021/10/19 16:54:08

,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,氷見,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,伏木,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,朝日,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,魚津,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山,富山
2020/10/8,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,8.5,8,1,4.3,8,4.0,8,1,17.5,8,1,17.7,8,18.5,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,6.0,0,8,1,4.9,,8,6.7,0,8,1,17.4,8,1,18.7,8,19.5,8,1,,8,1,,8,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,7.5,8,1,7.3,8,6.3,8,1,16.1,8,1,18.8,8,19.3,8,1,,0,1,,0,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,9.0,8,1,6.5,8,5.0,8,1,14.9,8,1,17.9,8,18.5,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,9.0,0,8,1,5.3,,8,4.2,0,8,1,15.8,8,1,18.6,8,19.6,8,1,雨後時々曇,8,1,曇,8,1
2020/10/9,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,4.2,8,5.5,8,1,18.9,8,1,17.5,8,18.2,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,0.0,0,8,1,4.9,,8,8.1,0,8,1,18.7,8,1,18.5,8,19.4,8,1,,8,1,,8,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,7.2,8,8.9,8,1,16.5,8,1,18.6,8,19.2,8,1,,0,1,,0,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,6.4,8,9.4,8,1,16.6,8,1,17.7,8,18.4,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,5.3,,8,7.6,0,8,1,17.1,8,1,18.4,8,19.5,8,1,曇,8,1,曇後一時雨,8,1
2020/10/10,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,4.2,8,1.6,8,1,19.7,8,1,17.3,8,18.6,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,4.9,,8,1.2,0,8,1,20.4,8,1,18.3,8,19.7,8,1,,8,1,,8,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,7.2,8,1.1,8,1,19.6,8,1,18.4,8,19.8,8,1,,0,1,,0,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,6.4,8,1.6,8,1,19.5,8,1,17.5,8,19.0,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,0.0,0,8,1,5.3,,8,0.7,0,8,1,20.5,8,1,18.2,8,20.0,8,1,曇時々雨一時晴,8,1,曇時々晴一時雨,8,1
2020/10/11,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,4.2,8,4.7,8,1,19.5,8,1,17.1,8,18.5,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,0.0,0,8,1,4.9,,8,4.7,0,8,1,20.7,8,1,18.1,8,19.5,8,1,,8,1,,8,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,7.1,8,7.5,8,1,19.5,8,1,18.2,8,19.5,8,1,,0,1,,0,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,6.3,8,7.8,8,1,19.9,8,1,17.3,8,18.6,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,0.0,0,8,1,5.3,,8,3.9,0,8,1,20.8,8,1,18.0,8,19.7,8,1,曇時々雨,8,1,曇時々晴,8,1
2020/10/12,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,4.2,8,8.7,8,1,20.3,8,1,16.9,8,16.5,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,0.0,0,8,1,4.9,,8,14.7,0,8,1,20.8,8,1,17.9,8,17.5,8,1,,8,1,,8,1,0,5,1,0,8,0,8,1,0,5,1,0,8,0,8,1,6.5,4,1,7.0,8,30.8,8,1,18.9,4,1,18.0,8,17.5,8,1,,0,1,,0,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,13.5,8,1,6.3,8,19.8,8,1,19.6,8,1,17.1,8,16.6,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,0.0,0,8,1,5.3,,8,14.9,0,8,1,20.6,8,1,17.8,8,17.6,8,1,曇一時晴後時々雨,8,1,雨時々曇,8,1
2020/10/13,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,4.2,8,6.0,8,1,18.7,8,1,16.6,8,15.9,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,0.5,0,8,1,4.9,,8,7.9,0,8,1,19.9,8,1,17.7,8,17.0,8,1,,8,1,,8,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,8.5,8,1,7.0,8,4.0,8,1,17.7,8,1,17.8,8,17.0,8,1,,0,1,,0,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,1.5,8,1,6.3,8,6.4,8,1,17.9,8,1,16.9,8,16.0,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,6.0,0,8,1,5.3,,8,6.6,0,8,1,19.2,8,1,17.6,8,16.9,8,1,雨後曇時々晴,8,1,曇後時々晴,8,1
2020/10/14,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,4,1,4.2,8,1.4,8,1,16.3,4,1,16.4,8,16.0,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,0.0,0,8,1,5.0,,8,2.4,0,8,1,18.9,8,1,17.5,8,17.2,8,1,,8,1,,8,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,6.9,8,7.0,8,1,17.9,8,1,17.6,8,17.0,8,1,,0,1,,0,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,6.3,8,7.1,8,1,17.7,8,1,16.7,8,16.1,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,2.0,0,8,1,5.3,,8,5.6,0,8,1,18.5,8,1,17.4,8,17.4,8,1,晴後曇一時雨,8,1,雨時々曇,8,1
2020/10/15,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,4.3,8,5.0,8,1,15.1,8,1,16.2,8,15.6,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,0.0,0,8,1,5.0,,8,5.6,0,8,1,16.6,8,1,17.3,8,17.2,8,1,,8,1,,8,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,7.0,8,1,6.9,8,7.0,8,1,14.1,8,1,17.4,8,16.8,8,1,,0,1,,0,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,11.5,8,1,6.3,8,6.4,8,1,14.1,8,1,16.5,8,15.9,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,2.5,0,8,1,5.4,,8,7.0,0,8,1,15.3,8,1,17.2,8,17.1,8,1,曇一時雨後晴,8,1,曇時々晴,8,1
2020/10/16,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,4.4,8,6.2,8,1,16.2,8,1,16.0,8,15.7,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,0.0,0,8,1,5.1,,8,6.9,0,8,1,16.2,8,1,17.1,8,16.9,8,1,,8,1,,8,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,6.9,8,8.8,8,1,14.0,8,1,17.2,8,16.8,8,1,,0,1,,0,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,0.0,8,1,6.3,8,8.3,8,1,13.9,8,1,16.3,8,15.8,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,5.5,,8,8.0,0,8,1,15.3,8,1,17.0,8,16.8,8,1,晴時々曇,8,1,曇後時々雨,8,1
2020/10/17,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,1.0,8,1,4.5,8,6.1,8,1,13.1,8,1,15.8,8,15.6,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,0.5,0,8,1,5.2,,8,7.9,0,8,1,14.2,8,1,16.9,8,17.2,5,1,,8,1,,8,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,1.0,8,1,6.9,8,7.8,8,1,12.5,8,1,17.0,8,16.5,8,1,,0,1,,0,1,0,8,1,0,8,0,8,1,0,8,1,0,8,0,8,1,1.0,8,1,6.4,8,7.9,8,1,12.9,8,1,16.1,8,15.7,8,1,,0,1,,0,1,0,1,8,1,0,1,8,0,1,8,1,0,1,8,1,0,1,8,0,1,8,1,2.0,0,8,1,5.5,,8,6.6,0,8,1,14.2,8,1,16.8,8,16.8,8,1,曇一時雨,8,1,晴一時曇,8,1
